"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,C,254","Back_pk_m,C,254","Back_AADT,C,254","Ahead_pk_h,C,254","Ahead_pk_m,C,254","Ahead_AADT,C,254","Lat_S_or_W,C,254","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
3,50,YOL,1.202,HARBOR BOULEVARD,9900,125000,119600,11000,133000,129000,38.57515583,-121.54869550000,38.57494568000,-121.54869300000
3,50,YOL,2.498,JCT. RTE. 84,11000,133000,129000,9900,130000,122700,38.57723054,-121.52513280000,38.57703026000,-121.52509010000
3,50,YOL,2.918,CONNECTION TO SOUTH RIVER ROAD,9900,130000,122700,10100,131000,125000,38.57407516,-121.51878280000,38.57383117000,-121.51898610000
3,50,YOL,3.156,YOLO/SACRAMENTO COUNTY LINE,10100,131000,125000,,,,38.5713813,-121.51574620000,38.57116189000,-121.51601430000
3,50,SAC,L0,YOLO/SACRAMENTO COUNTY LINE,,,,10100,131000,125000,38.5713813,-121.51574620000,38.57116189000,-121.51601430000
3,50,SAC,L.35,"SACRAMENTO, JCT. RTE. 5",10100,131000,125000,20700,247400,232300,38.56846687,-121.51080810000,38.56824633000,-121.51101040000
3,50,SAC,L1.06,"SACRAMENTO, 9TH/10TH STREETS",20700,247000,232300,18200,259000,242600,38.56517169,-121.49844260000,38.56489669000,-121.49841140000
3,50,SAC,L1.37,"SACRAMENTO, JCT. RTE. 160 15TH/16TH STREET",18200,259000,242600,19300,270000,260000,38.56372268,-121.49298800000,38.56348041000,-121.49303460000
3,50,SAC,R0,JCT. RTES. 51/99,19300,270000,260000,19200,246000,225500,38.55891143,-121.47344330000,38.55868671000,-121.47352260000
3,50,SAC,R.6,"SACRAMENTO, STOCKTON BOULEVARD",19200,246000,225500,18200,228000,221000,38.56099393,-121.46288600000,38.56074198000,-121.46271000000
3,50,SAC,R2.131,"SACRAMENTO, 59TH STREET",18200,228000,221000,19800,225000,207000,38.553333,-121.43662400000,38.55309300000,-121.43661300000
3,50,SAC,R2.628,"SACRAMENTO, 65TH STREET",19800,225000,207000,21000,228000,211000,38.55075917,-121.42807110000,38.55051980000,-121.42807240000
3,50,SAC,R3.473,"SACRAMENTO, STATE COLLEGE",21000,228000,211000,18500,196000,189500,38.5530055,-121.41295460000,38.55278859000,-121.41291120000
3,50,SAC,R3.674,JCT. RTE. 16,18500,196000,189500,17000,196000,189000,38.55381,-121.40934900000,38.55358200000,-121.40934200000
3,50,SAC,R5.336,"SACRAMENTO, WATT AVENUE",17000,196000,189000,16100,188000,179500,38.558852,-121.37947100000,38.55863300000,-121.37932100000
3,50,SAC,R7.746,BRADSHAW ROAD,16100,188000,179500,16500,193000,181000,38.56606049,-121.33641570000,38.56581200000,-121.33635800000
3,50,SAC,R9.505,MATHER FIELD ROAD,16500,193000,181000,16200,188000,178800,38.578589,-121.30809800000,38.57842100000,-121.30791200000
3,50,SAC,R10.919,ZINFANDEL DRIVE,16200,188000,178800,13500,167000,156000,38.590999,-121.28750600000,38.59080500000,-121.28746900000
3,50,SAC,12.496,SUNRISE BOULEVARD,13500,167000,156000,12100,136000,129300,38.60916152,-121.27042090000,38.60886900000,-121.27048000000
3,50,SAC,15.759,NIMBUS ROAD,12100,136000,129300,11600,133000,126300,38.630935,-121.21713000000,38.63079785000,-121.21692470000
3,50,SAC,16.1,AEROJET ROAD,11600,133000,126300,10100,131000,124200,38.63372894,-121.21178770000,38.63363677000,-121.21153310000
3,50,SAC,17.008,FOLSOM BOULEVARD/NATOMA,10100,131000,124200,8600,98000,94000,38.63996841,-121.19721090000,38.63978433000,-121.19737180000
3,50,SAC,19.233,PRAIRIE CITY ROAD,8600,98000,94000,8600,97000,93000,38.6421356,-121.15655500000,38.64191187000,-121.15647910000
3,50,SAC,21.502,SCOTT ROAD,8600,97000,93000,9300,106000,99000,38.64339217,-121.11469620000,38.64315647000,-121.11470160000
3,50,SAC,23.136,SACRAMENTO/EL DORADO COUNTY LINE,9300,106000,99000,,,,38.64806695,-121.08555680000,38.64789001000,-121.08546270000
3,50,ED,0,SACRAMENTO/EL DORADO COUNTY LINE,,,,9300,108000,99000,38.64806695,-121.08555680000,38.64789001000,-121.08546270000
3,50,ED,0.857,LATROBE ROAD,9300,106000,99000,7300,81000,74200,38.65290607,-121.07090250000,38.65277788000,-121.07081360000
3,50,ED,R3.232,BASS LAKE ROAD,7300,81000,74200,6200,76000,67700,38.65544023,-121.03007350000,38.65527106000,-121.03003350000
3,50,ED,4.962,CAMBRIDGE ROAD,6200,76000,67700,6100,75000,66700,38.6567711,-120.99833300000,38.65651000000,-120.99824800000
3,50,ED,6.57,CAMERON PARK,6100,75000,66700,6100,73000,65700,38.65960285,-120.96925110000,38.65934859000,-120.96924630000
3,50,ED,R8.564,SHINGLE SPRINGS,6100,73000,65700,5300,63000,57000,38.6627051,-120.93767200000,38.66245560000,-120.93755570000
3,50,ED,R10.295,EAST SHINGLE SPRINGS,5300,63000,57000,4250,59000,53500,38.6801783,-120.91532990000,38.67996047000,-120.91511680000
3,50,ED,R12.19,GREENSTONE ROAD,4000,55000,50000,3950,55000,49500,38.69602185,-120.88796480000,38.69576306000,-120.88794840000
3,50,ED,R14.011,EL DORADO ROAD,3950,55000,49500,3950,53000,48500,38.70486,-120.85659950000,38.70458616000,-120.85653480000
3,50,ED,R15.055,MISSOURI FLAT ROAD,3950,53000,48500,4200,57000,52500,38.71141596,-120.83938790000,38.71121806000,-120.83922400000
3,50,ED,15.829,"PLACERVILLE, FAIRGROUNDS",4200,57000,52500,3700,44000,40400,38.72137817,-120.83355630000,38.72125035000,-120.83350970000
3,50,ED,16.99,WEST PLACERVILLE,3700,44000,40400,4650,54000,50000,38.73040321,-120.81695080000,38.73024937000,-120.81675130000
3,50,ED,17.52,"PLACERVILLE, CANAL STREET",4650,54000,50000,4000,48500,45500,38.72826708,-120.80761730000,38.72813991000,-120.80758790000
3,50,ED,17.667,"PLACERVILLE, JCT. RTE. 49",4000,48500,45500,4050,48000,41900,38.728219,-120.80543600000,38.72809678000,-120.80533760000
3,50,ED,17.788,"PLACERVILLE, COLOMA STREET",4050,48000,41900,4300,48000,42400,38.72903658,-120.80284090000,38.72893789000,-120.80279560000
3,50,ED,18.032,"PLACERVILLE, BEDFORD AVENUE",4300,48000,42400,3900,39500,36400,38.73050575,-120.79897900000,38.73034700000,-120.79904120000
3,50,ED,18.517,"PLACERVILLE, MOSQUITO ROAD OH",3900,39500,36400,3450,35500,31800,38.7317842,-120.79045980000,38.73170531000,-120.79046670000
3,50,ED,18.99,"PLACERVILLE, SCHNELL SCHOOL ROAD",3450,35500,31800,3450,35000,30900,38.73299487,-120.78206180000,38.73287388000,-120.78204010000
3,50,ED,20.296,"PLACERVILLE, POINT VIEW DRIVE",3450,35000,30900,3200,32000,27200,38.73133521,-120.76017370000,38.73122163000,-120.76011430000
3,50,ED,20.741,NEW TOWN ROAD,3200,32000,27200,3250,32500,27700,38.73151055,-120.75226280000,38.73139635000,-120.75231970000
3,50,ED,23.957,"JUNCTION OLD HIGHWAY, CAMINO, WEST",3250,32500,27700,3100,27500,23400,38.73981673,-120.69834560000,38.73968918000,-120.69835400000
3,50,ED,R25.949,EAST CAMINO ROAD,3100,27500,23400,3100,26500,21300,38.73772964,-120.66537150000,38.73765806000,-120.66528280000
3,50,ED,R28.842,SAWMILL,3100,26500,21300,2650,22400,17600,38.74849463,-120.61762440000,38.74836726000,-120.61758050000
3,50,ED,R31.299,SLY PARK ROAD,2650,22400,17600,2200,16800,11500,38.76142976,-120.57597870000,38.76131045000,-120.57594780000
3,50,ED,39.772,ICEHOUSE ROAD,2200,16800,11500,1850,15400,11200,38.76928219,-120.44753120000,38.76928219000,-120.44753120000
3,50,ED,65.619,ECHO LAKE ROAD,1800,14900,10800,1800,14900,10800,38.82430143,-120.04421500000,38.82430143000,-120.04421500000
3,50,ED,70.245,UPPER TRUCKEE RIVER ROAD,1800,14900,10800,1800,16300,11600,38.8475901,-120.02805300000,38.84759010000,-120.02805300000
3,50,ED,70.621,JCT. RTE. 89 SOUTH,1800,16300,11600,2000,19300,13600,38.85101791,-120.02230800000,38.85101791000,-120.02230800000
3,50,ED,71.48,"MEYERS, PIONEER TRAIL ROAD",2000,19300,13600,2400,18800,14600,38.85954343,-120.01213610000,38.85952634000,-120.01213370000
3,50,ED,72.71,SAWMILL ROAD,2400,18800,14600,2200,17200,12700,38.87570598,-120.00538040000,38.87570598000,-120.00538040000
3,50,ED,74.33,"SOUTH LAKE TAHOE, H STREET",2200,17200,12700,2500,19800,14600,38.89853113,-119.99909570000,38.89853113000,-119.99909570000
3,50,ED,75.448,"SOUTH LAKE TAHOE, JCT. RTE. 89 NORTH",3200,27000,19800,3900,40500,34000,38.91349076,-120.00465090000,38.91342533000,-120.00446060000
3,50,ED,76.407,UPPER TRUCKEE RIVER BRIDGE,3900,40500,34000,3900,40500,34000,38.92231299,-119.99086810000,38.92223510000,-119.99080700000
3,50,ED,78.42,"SOUTH LAKE TAHOE, RUFUS ALLEN BOULEVARD",2850,37000,29400,2850,37500,30000,38.94547567,-119.97285920000,38.94538132000,-119.97281900000
3,50,ED,79.29,"SOUTH LAKE TAHOE, SKI RUN BOULEVARD",2950,37500,29400,3400,40500,33000,38.94861855,-119.95757950000,38.94851198000,-119.95753920000
3,50,ED,80.02,"SOUTH LAKE TAHOE, PIONEER TRAIL ROAD",3400,40500,33000,3050,33000,28500,38.95391624,-119.94618590000,38.95386422000,-119.94606650000
3,50,ED,80.14,"SOUTH LAKE TAHOE, PARK AVENUE",3050,33000,28500,2450,38000,28000,38.95537726,-119.94471790000,38.95533824000,-119.94459680000
3,50,ED,80.44,NEVADA STATE LINE,2450,38000,28000,,,,38.95922543,-119.94213560000,38.95915167000,-119.94202620000
3,51,SAC,0,"SACRAMENTO, JCT. RTES. 50/99",,,,10900,151000,146500,38.55882158,-121.47362990000,38.55881229000,-121.47335180000
3,51,SAC,0.241,"SACRAMENTO,VIADUCT (P/N STREET RAMPS)",10900,151000,146500,13600,187000,179000,38.56215565,-121.47221070000,38.56208657000,-121.47193170000
3,51,SAC,1.204,"SACRAMENTO, H STREET",13600,187000,179000,12800,183000,175000,38.57537364,-121.46648840000,38.57529959000,-121.46620420000
3,51,SAC,1.444,"SACRAMENTO, E STREET",12800,183000,175000,12100,177000,169000,38.57864962,-121.46506630000,38.57860042000,-121.46476940000
3,51,SAC,3.357,"SACRAMENTO, EXPOSITION BOULEVARD",12100,177000,169000,12100,160000,155700,38.59696101,-121.44364320000,38.59691007000,-121.44348140000
3,51,SAC,3.688,"SACRAMENTO, JCT. RTE. 160 WEST",12100,160000,155700,,,,38.60024449,-121.43970200000,38.60010741000,-121.43964330000
3,51,SAC,3.688R,"SACRAMENTO, JCT. RTE. 160 W, BEGIN RIGHT ALIGN",,,,6100,82000,79000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,38.60010741000,-121.43964330000
3,51,SAC,4.061R,"SACRAMENTO, ARDEN WAY",6100,82000,79000,7200,87000,81900,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,38.60323491000,-121.43466350000
3,51,SAC,4.353R,END RIGHT ALIGN,7200,87000,81900,,,,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,38.60684056000,-121.43137220000
3,51,SAC,3.688L,"SACRAMENTO, JCT. RTE. 160 W, BEGIN LEFT ALIGN",,,,7800,92000,87500,38.60024449,-121.43970200000,0.00000000000,0.00000000000
3,51,SAC,4.024L,"SACRAMENTO, ARDEN WAY , END LEFT ALIGN",7800,92000,87500,,,,38.60350687,-121.43520320000,0.00000000000,0.00000000000
3,51,SAC,4.743,"SACRAMENTO, EL CAMINO AVENUE",15000,178000,169300,12100,164000,157800,38.61120549,-121.42685110000,38.61111758000,-121.42661340000
3,51,SAC,5.498,"SACRAMENTO, MARCONI AVENUE",12100,164000,157800,9900,140000,134200,38.62005974,-121.41968330000,38.62001670000,-121.41950900000
3,51,SAC,5.783,"SACRAMENTO, AUBURN BOULEVARD",9900,140000,134200,9900,140000,134200,38.62380233,-121.41816980000,38.62369463000,-121.41806520000
3,51,SAC,5.963,"SACRAMENTO, HOWE AVENUE",9900,140000,134200,9900,141000,136000,38.6250309,-121.41508900000,38.62491412000,-121.41501880000
3,51,SAC,6.213,"SACRAMENTO, BELL STREET",9900,141000,136000,9900,139000,134400,38.62683131,-121.41077130000,38.62669625000,-121.41074200000
3,51,SAC,6.788,"SACRAMENTO, FULTON AVENUE",9900,139000,134400,11100,155000,148600,38.63087638,-121.40144320000,38.63073263000,-121.40144300000
3,51,SAC,7.701,"SACRAMENTO, AUBURN BOULEVARD",11100,155000,148600,10400,144000,138000,38.6368009,-121.38661640000,38.63677415000,-121.38639550000
3,51,SAC,7.969,"SACRAMENTO, WATT AVENUE",10400,144000,138000,10200,142000,136000,38.63978111,-121.38336000000,38.63974087000,-121.38316320000
3,51,SAC,8.86,JCT. RTE. 80 WEST,10100,133000,129000,,,,38.64864174,-121.37449870000,38.64767596000,-121.37419410000
11,52,SD,0.324,JCT. RTE. 5,,,,7500,93000,85000,32.83848866,-117.23453620000,32.83750916000,-117.23479820000
11,52,SD,1.346,REGENTS ROAD,7500,93000,85000,6900,85000,83000,32.84196845,-117.21792650000,32.84168251000,-117.21774460000
11,52,SD,2.292,"SAN DIEGO, GENESEE AVENUE",6900,85000,83000,7600,93000,89000,32.84704747,-117.20305170000,32.84672435000,-117.20296500000
11,52,SD,3.761,JCT. RTE. 805,7600,93000,89000,9600,111000,107000,32.84766219,-117.17829840000,32.84736809000,-117.17811110000
11,52,SD,5.494,CONVOY STREET,9600,111000,107000,9500,111000,107000,32.83783934,-117.15207360000,32.83758941000,-117.15217010000
11,52,SD,6.602,JCT. RTE. 163,9500,111000,107000,8700,96000,94000,32.84124629,-117.13344220000,32.84102688000,-117.13359400000
11,52,SD,6.926,KEARNEY VILLA OC,8700,96000,94000,8700,96000,94000,32.84182096,-117.12792990000,32.84155886000,-117.12791360000
11,52,SD,7.314,JCT. RTE. 15,8700,96000,94000,8700,104000,100000,32.84195217,-117.12104490000,32.84167308000,-117.12107310000
11,52,SD,8.713,SANTO ROAD,8700,104000,100000,8200,99000,96000,32.84139985,-117.09731180000,32.84115253000,-117.09733570000
11,52,SD,13.273,MAST BOULEVARD,8000,99000,96000,7100,85000,83000,32.84500652,-117.02622910000,32.84494672000,-117.02656340000
11,52,SD,13.972,MISSION GORGE,7100,85000,83000,7200,86000,83000,32.83691992,-117.02012220000,32.83637828000,-117.01946640000
11,52,SD,14.962,JCT. RTE. 125,7200,86000,83000,7600,83000,80000,32.83681145,-117.00326030000,32.83661668000,-117.00326430000
11,52,SD,16.144,CUYAMACA STREET,7600,83000,80000,7000,80000,77000,32.8330797,-116.98404480000,32.83294689000,-116.98406380000
11,52,SD,17.22,JCT. RTE. 67,7000,80000,77000,,,,32.83262847,-116.96557200000,32.83239992000,-116.96557390000
1,53,LAK,0,"LOWER LAKE, JCT. RTE. 29",,,,2000,19000,17000,38.91021373,-122.61231470000,38.91020303000,-122.61218620000
1,53,LAK,1.47,"LAKESHORE DRIVE, OLD STATE HIGHWAY",2000,19000,17000,2100,19000,17500,38.93001458,-122.61905370000,38.93004429000,-122.61885660000
1,53,LAK,2.96,"CLEARLAKE HIGHLANDS, 40TH AVENUE",2100,19000,17500,830,9000,8300,38.9506981,-122.62311000000,38.95069810000,-122.62311000000
1,53,LAK,7.445,JCT. RTE. 20,550,6100,5600,,,,39.00883654,-122.61376120000,39.00883654000,-122.61376120000
11,54,SD,0R,"JCT. RTE. 5, BEGIN RIGHT ALIGN",,,,4900,57000,56000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,32.65064131000,-117.10399880000
11,54,SD,.401R,NATIONAL CITY BOULEVARD,4900,57000,56000,4800,62000,61000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,32.65193253000,-117.09746670000
11,54,SD,.899R,"NATIONAL CITY, HIGHLAND AVENUE OC",4800,62000,61000,5200,67000,64000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,32.65468119000,-117.08961900000
11,54,SD,1.753R,END RIGHT ALIGN,5200,67000,64000,,,,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,32.65819568000,-117.07576170000
11,54,SD,0L,"WB OFF TO SB 5, BEGIN LEFT ALIGN",,,,3750,52000,51000,32.65117191,-117.10422870000,0.00000000000,0.00000000000
11,54,SD,.406L,"NATIONAL CITY, NATIONAL CITY BOULEVARD",3750,52000,51000,4600,60000,58000,32.65335741,-117.09800390000,0.00000000000,0.00000000000
11,54,SD,.904L,"NATIONAL CITY, HIGHLAND AVENUE OC",4600,60000,58000,5000,65000,62000,32.65616233,-117.09016460000,0.00000000000,0.00000000000
11,54,SD,1.797L,END LEFT ALIGN,5000,65000,62000,,,,32.65845472,-117.07596690000,0.00000000000,0.00000000000
11,54,SD,1.88,JCT. RTE. 805,10400,135000,132000,10900,143000,139000,32.65849243,-117.07463020000,32.65822351000,-117.07435680000
11,54,SD,2.968,REO DRIVE,10900,143000,139000,10300,134000,130000,32.66442021,-117.05744640000,32.66408504000,-117.05739160000
11,54,SD,4.207,WOODMAN STREET,10300,134000,130000,9800,125000,122000,32.67335911,-117.03933580000,32.67308660000,-117.03909590000
11,54,SD,4.994,BRIARWOOD ROAD,9800,125000,122000,9200,112000,110000,32.68167514,-117.03024790000,32.68146336000,-117.02993970000
11,54,SD,T10.993,JCT. RTE. 94,9200,112000,110000,3600,42000,41500,32.69662519,-117.01343930000,32.69564483000,-117.01346920000
11,54,SD,T11.261,WEST CUYAMACA COLLEGE DRIVE,3600,42000,41500,3750,43500,43000,32.74110713,-116.93852420000,32.74094168000,-116.93842030000
11,54,SD,T11.846,WILLOW GLEN DRIVE,3750,43500,43000,3250,28500,26500,32.74490838,-116.92939440000,32.74476240000,-116.92929570000
11,54,SD,T13.71,CHASE AVENUE,3250,28500,26500,2300,26500,26000,32.7688711,-116.92795130000,32.76887344000,-116.92782070000
11,54,SD,T14.179,GROVE RD. LT. T,2300,26500,26000,2300,26500,26000,32.77559639,-116.92794740000,32.77559871000,-116.92783260000
11,54,SD,T14.212,END OF ROUTE,2300,26500,26000,,,,32.77613304,-116.92794520000,32.77613911000,-116.92784020000
12,55,ORA,0.267,JCT. RTE. 1,,,,4350,64000,55700,33.6211153,-117.92936340000,33.62111530000,-117.92936340000
12,55,ORA,1.513,"COSTA MESA, EAST 17TH STREET",4450,64000,55700,7000,101000,87800,33.63755146,-117.92180680000,33.63742607000,-117.92166970000
12,55,ORA,1.82,"COSTA MESA, HARBOR BOULEVARD",7000,101000,87800,5700,82000,71700,33.6412298,-117.91879660000,33.64112903000,-117.91865400000
12,55,ORA,2.021,"COSTA MESA, 19TH STREET",5700,82000,71700,6400,100000,94700,33.64334313,-117.91669780000,33.64324661000,-117.91655090000
12,55,ORA,R2.772,"COSTA MESA, VICTORIA/22ND STREET",6600,104000,98500,10000,140000,133400,33.65194572,-117.90863990000,33.65182720000,-117.90851500000
12,55,ORA,R4.022,"COSTA MESA, MESA DRIVE",10000,140000,133900,11800,158000,153600,33.66603753,-117.89485030000,33.66592587000,-117.89471870000
12,55,ORA,R5.99,JCT. RTE. 405,11800,159000,155000,12400,167000,162300,33.68735334,-117.87238550000,33.68731303000,-117.87214520000
12,55,ORA,R6.99,"SANTA ANA, MAC ARTHUR BOULEVARD",21600,290000,282000,21500,293000,282000,33.69877998,-117.86153570000,33.69866982000,-117.86133360000
12,55,ORA,R7.85,"SANTA ANA, DYER ROAD",20700,283000,272500,21900,306000,288600,33.70837653,-117.85212800000,33.70831157000,-117.85188930000
12,55,ORA,R9.437,"SANTA ANA, EDINGER AVENUE",21900,306000,288600,22500,320000,303900,33.72642635,-117.83510090000,33.72633623000,-117.83487440000
12,55,ORA,R9.96,"TUSTIN, MC FADDEN STREET",22500,320000,303900,21200,303000,287500,33.73386091,-117.83399190000,33.73383116000,-117.83358390000
12,55,ORA,10.45,"TUSTIN, JCT. RTE. 5",19200,276000,261500,18800,254000,238600,33.74072643,-117.83390930000,33.74067861000,-117.83371470000
12,55,ORA,10.979,"SANTA ANA, FOURTH STREET",18800,255000,239000,20500,277000,259400,33.74821182,-117.83237360000,33.74821022000,-117.83216420000
12,55,ORA,11.785,"TUSTIN, SEVENTEENTH STREET",20500,277000,259400,19900,269000,251500,33.7598168,-117.83118950000,33.75980145000,-117.83092970000
12,55,ORA,12.967,JCT. RTE. 22 WEST,19900,270000,251700,20900,282000,263700,33.77703838,-117.83117960000,33.77686705000,-117.83094580000
12,55,ORA,13.7,CHAPMAN AVENUE,20900,282000,263700,18200,247000,231100,33.78771083,-117.83116490000,33.78771927000,-117.83087210000
12,55,ORA,15.242,"ORANGE, KATELLA AVENUE",18200,247000,231100,17200,229000,215100,33.80993488,-117.83207360000,33.80999447000,-117.83182940000
12,55,ORA,16.981,"ORANGE, LINCOLN AVENUE",17200,229000,215100,17300,231000,216000,33.83475084,-117.83561210000,33.83474782000,-117.83542230000
12,55,ORA,R17.876,JCT. RTE. 91,17300,231000,216000,,,,33.844117,-117.82691000000,33.84377580000,-117.82683310000
11,56,SD,0,JCT. RTE. 5,,,,4550,59000,57000,32.93138833,-117.24109750000,32.93089513000,-117.24004090000
11,56,SD,0.309,EL CAMINO REAL,4550,59000,57000,6300,77000,74000,32.93421248,-117.23723030000,32.93409252000,-117.23713500000
11,56,SD,0.82,CARMEL CREEK ROAD,6300,77000,74000,7600,84000,81000,32.93736572,-117.22913970000,32.93717665000,-117.22902890000
11,56,SD,1.808,CARMEL COUNTRY ROAD,7600,84000,81000,7100,77000,74000,32.94396259,-117.21431890000,32.94380701000,-117.21414070000
11,56,SD,3.103,CARMEL VALLEY ROAD,7100,77000,74000,5700,69000,66000,32.95231767,-117.19437820000,32.95201537000,-117.19429770000
11,56,SD,6.338,CAMINO DEL SUR,5700,69000,66000,6500,75000,72000,32.95677529,-117.14994910000,32.95643242000,-117.15003590000
11,56,SD,7.202,BLACK MOUNTAIN ROAD,6500,75000,72000,6700,76000,74000,32.95351818,-117.13614780000,32.95321461000,-117.13616130000
11,56,SD,8.54,RANCHO PENASQUITOS BLVD,6700,76000,74000,6000,68000,66000,32.95848235,-117.11436380000,32.95826979000,-117.11399730000
11,56,SD,9.712,JCT. RTE.15,6000,68000,66000,2900,32500,32000,32.96475165,-117.09543590000,32.96460442000,-117.09546690000
11,56,SD,9.837,END OF ROUTE,2900,32500,32000,,,,32.96494578,-117.09339520000,32.96479787000,-117.09338140000
12,57,ORA,10.83R,"ORANGE, JCT. RTES. 5 AND 22, BEGIN RIGHT ALIGN",,,,10200,121000,119100,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,33.78199819000,-117.87860930000
12,57,ORA,11.022R,END RIGHT ALIGN,10200,121000,119100,,,,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,33.78422647000,-117.87976380000
12,57,ORA,10.649L,BEGIN LEFT ALIGN,,,,10200,121000,119100,33.77966279,-117.87804750000,0.00000000000,0.00000000000
12,57,ORA,11.022L,END LEFT ALIGN,10200,121000,119100,,,,33.78429661,-117.88000420000,0.00000000000,0.00000000000
12,57,ORA,11.238,"ORANGE, CHAPMAN AVENUE UC",21000,249000,244300,19800,249000,244300,33.78780764,-117.88008710000,33.78774918000,-117.87983860000
12,57,ORA,11.798,ORANGEWOOD AVENUE,20600,258000,253100,20200,256000,250100,33.79570076,-117.87800070000,33.79576040000,-117.87778010000
12,57,ORA,12.54,"ANAHEIM, KATELLA AVENUE",20100,256000,250100,19600,257000,249900,33.80616655,-117.88035190000,33.80616865000,-117.88011740000
12,57,ORA,13.416,"ANAHEIM, BALL ROAD",19400,255000,247900,19800,260000,251700,33.81809262,-117.87642610000,33.81810826000,-117.87618480000
12,57,ORA,14.777,"ANAHEIM, LINCOLN AVENUE",19800,260000,251700,19500,261000,251500,33.83784828,-117.87622360000,33.83782726000,-117.87588160000
12,57,ORA,15.6,"ANAHEIM, JCT. RTE. 91",19500,261000,251500,21500,298000,279300,33.84978766,-117.87596230000,33.84987476000,-117.87573590000
12,57,ORA,16.393,"PLACENTIA, ORANGETHORPE AVENUE",21500,298000,279300,20400,298000,278400,33.86138005,-117.87739210000,33.86124778000,-117.87710520000
